,GrLivArea,OverallQual,YearBuilt,YearRemodAdd,TotRmsAbvGrd,FullBath,GarageArea,GarageCars,1stFlrSF,totalFlrSF,SalePrice,KitchenQual,ExterQual,FireplaceQu,GarageFinish
1249,988,5,1950,1950,6,1,276,1,988,2140,119000,2.0,2.0,0.0,1.0
1250,2110,7,1968,1968,8,2,522,2,2110,4742,244000,4.0,3.0,3.0,3.0
1251,1405,7,2003,2003,6,2,478,2,1405,3288,171750,3.0,3.0,4.0,2.0
1252,874,5,1968,1968,5,1,288,1,874,2026,130000,2.0,2.0,0.0,2.0
1253,2167,7,1974,2003,9,2,518,2,1516,3877,294000,3.0,3.0,4.0,2.0
1254,1656,7,2003,2004,7,2,397,2,760,2799,165400,3.0,3.0,4.0,3.0
1255,1367,6,1931,1950,6,1,560,1,959,2811,127500,2.0,2.0,4.0,1.0
1256,1987,8,1994,1994,7,2,691,2,1987,4664,301500,3.0,3.0,3.0,3.0
1257,864,5,1922,1950,4,1,0,0,864,1728,99900,2.0,2.0,0.0,0.0
1258,1166,7,2005,2005,5,2,400,2,1166,2422,190000,3.0,3.0,0.0,3.0
1259,1054,6,1969,1969,6,1,460,2,1054,2568,151000,2.0,2.0,0.0,1.0
1260,1675,6,1999,1999,7,2,502,2,892,3018,181000,2.0,2.0,3.0,3.0
1261,1050,5,1956,1956,5,1,338,1,1050,2438,128900,2.0,2.0,0.0,1.0
1262,1788,4,1957,1989,8,1,304,1,1104,3196,161500,2.0,2.0,3.0,1.0
1263,1824,6,1919,1950,8,1,520,2,1060,3108,180500,2.0,2.0,4.0,1.0
1264,1337,6,1998,1999,5,2,511,2,1337,3253,181000,3.0,3.0,0.0,3.0
1265,1452,7,1999,1999,6,2,506,2,713,2649,183900,3.0,3.0,0.0,1.0
1266,1889,7,1910,1950,9,1,308,1,964,3122,122000,2.0,1.0,4.0,1.0
1267,2018,9,2008,2009,10,2,746,3,2018,4766,378500,4.0,4.0,4.0,3.0
1269,1524,5,1958,1958,7,1,315,1,874,2713,144000,2.0,2.0,0.0,1.0
1270,1524,7,1979,1979,4,0,586,2,1332,3442,260000,3.0,3.0,3.0,3.0
1271,1489,6,1968,1968,7,2,462,2,1489,3440,185750,3.0,2.0,4.0,2.0
1272,935,5,1965,1965,5,1,288,1,935,2158,137000,2.0,2.0,0.0,1.0
1273,1357,6,1959,2006,5,1,312,1,1357,2688,177000,4.0,2.0,4.0,2.0
1274,1250,5,1910,2003,8,2,552,2,661,2463,139000,2.0,2.0,4.0,1.0
1275,1920,5,1948,1950,10,2,400,2,928,3248,137000,2.0,2.0,0.0,1.0
1276,1395,6,1972,1972,6,1,497,2,735,2615,162000,2.0,2.0,3.0,1.0
1277,1724,6,1967,1976,7,1,480,2,1724,3884,197900,2.0,2.0,4.0,2.0
1278,2031,8,2002,2002,7,2,577,2,1128,3736,237000,3.0,3.0,4.0,2.0
1279,1128,4,1920,1950,6,1,528,2,698,2354,68400,2.0,2.0,0.0,2.0
1280,1573,7,2002,2002,6,2,544,2,1573,3690,227000,3.0,3.0,0.0,2.0
1281,1339,7,1990,1990,6,2,484,2,1339,3132,180000,2.0,2.0,3.0,3.0
1282,1040,5,1977,2008,5,2,484,2,1040,2564,150500,3.0,2.0,0.0,1.0
1283,1824,6,1971,1971,8,2,0,0,912,2736,139000,2.0,2.0,0.0,0.0
1284,2447,6,1919,1990,10,2,336,1,1699,3587,169000,3.0,2.0,4.0,1.0
1285,1412,6,1939,1950,6,1,280,1,825,2472,132500,2.0,2.0,4.0,1.0
1286,1328,6,1963,1963,6,1,528,2,1328,3184,143000,2.0,2.0,4.0,1.0
1287,1582,5,1964,1964,7,2,390,2,1582,3596,190000,2.0,2.0,0.0,1.0
1288,1659,8,2000,2000,5,2,499,2,1659,3659,278000,4.0,3.0,5.0,3.0
1289,1970,8,2006,2006,8,2,753,3,1120,3808,281000,4.0,3.0,4.0,3.0
1290,1152,5,1964,1964,6,1,484,2,1152,2788,180500,2.0,2.0,4.0,2.0
1291,1302,5,1972,1972,6,2,264,1,630,2196,119500,2.0,2.0,0.0,1.0
1293,1664,7,1976,1976,8,2,528,2,832,3024,162900,2.0,2.0,3.0,2.0
1294,864,5,1955,1990,5,1,572,2,864,2300,115000,2.0,2.0,0.0,1.0
1295,1052,5,1968,1968,5,1,288,1,1052,2392,138500,2.0,2.0,0.0,2.0
1296,1128,5,1963,1963,6,2,525,2,1128,2773,155000,2.0,2.0,0.0,2.0
1297,1072,6,2005,2006,5,2,525,2,1072,2144,140000,2.0,2.0,0.0,3.0
1299,1246,5,1959,1994,6,1,305,1,1246,2797,154000,3.0,2.0,0.0,2.0
1300,1983,7,1999,1999,9,2,490,2,1005,3451,225000,3.0,3.0,3.0,3.0
1301,1494,6,1942,1950,7,1,213,1,753,2478,177500,3.0,2.0,4.0,1.0
1302,2526,8,1994,1994,8,2,844,3,1203,4535,290000,3.0,3.0,3.0,2.0
1303,1616,7,2005,2005,7,2,834,3,1616,4066,232000,3.0,3.0,0.0,2.0
1304,1708,7,2004,2004,7,2,380,2,976,3064,130000,3.0,3.0,0.0,1.0
1305,1652,9,2006,2007,6,2,840,2,1652,4144,325000,4.0,3.0,5.0,3.0
1306,1368,7,2005,2006,6,2,474,2,1368,3210,202500,3.0,3.0,4.0,2.0
1307,990,5,1994,1995,5,1,480,2,990,2460,138000,2.0,2.0,0.0,1.0
1308,1122,5,1948,2005,6,1,528,2,1122,2574,147000,3.0,2.0,0.0,1.0
1309,1294,6,1991,1991,6,2,496,2,1294,3068,179200,3.0,2.0,0.0,2.0
1310,1902,7,1959,2002,7,2,567,2,1902,4371,335000,4.0,3.0,3.0,3.0
1311,1274,7,2005,2007,6,2,508,2,1274,3056,203000,3.0,3.0,0.0,2.0
1312,2810,8,1990,1990,9,2,750,2,1453,5013,302000,3.0,3.0,5.0,2.0
1313,2599,9,1999,1999,10,2,779,3,1422,4771,333168,3.0,3.0,3.0,3.0
1314,948,4,1954,1954,5,1,280,1,948,2176,119000,2.0,2.0,3.0,1.0
1315,2112,6,1969,1969,9,2,576,2,1092,3640,206900,2.0,2.0,4.0,1.0
1316,1630,8,2008,2008,8,2,860,3,1630,4112,295493,4.0,3.0,4.0,2.0
1317,1352,7,2006,2007,5,2,466,2,1352,3170,208900,3.0,3.0,4.0,2.0
1318,1787,8,2001,2002,7,2,748,3,1787,4288,275000,3.0,3.0,3.0,2.0
1319,948,4,1954,1954,5,1,248,1,948,2060,111000,2.0,2.0,0.0,1.0
1320,1478,6,1957,1957,6,1,442,2,1478,3398,156500,2.0,2.0,4.0,2.0
1321,720,3,1949,1950,4,1,287,1,720,1007,72500,2.0,2.0,0.0,1.0
1322,1923,7,1992,1992,8,2,564,2,1061,3237,190000,3.0,3.0,3.0,2.0
1323,708,4,1940,1950,5,1,0,0,708,1128,82500,1.0,1.0,0.0,0.0
1324,1795,8,2006,2007,7,2,895,3,1795,4485,147000,3.0,3.0,4.0,2.0
1325,796,4,1922,1950,5,1,0,0,796,1592,55000,2.0,2.0,0.0,0.0
1326,774,3,1931,2006,6,1,0,0,774,1318,79000,3.0,2.0,0.0,0.0
1327,816,5,1982,2008,5,1,264,1,816,1896,130500,3.0,3.0,5.0,1.0
1328,2792,6,1920,1950,8,2,520,2,1584,4822,256000,2.0,3.0,3.0,1.0
1329,1632,7,1998,1998,8,2,462,2,955,3029,176500,2.0,2.0,3.0,3.0
1330,1588,8,2006,2006,7,2,825,3,1588,4001,227000,3.0,3.0,4.0,2.0
1331,954,5,1976,1976,6,1,576,2,954,2441,132500,2.0,2.0,0.0,1.0
1332,816,4,1938,1958,3,1,288,1,816,1920,100000,2.0,2.0,4.0,1.0
1333,1360,5,1938,1995,6,1,297,1,803,2460,125500,3.0,2.0,0.0,1.0
1334,1365,5,1970,1970,7,1,440,2,765,2570,125000,2.0,2.0,0.0,1.0
1335,1334,6,1977,1977,6,2,630,2,1334,3314,167900,2.0,2.0,3.0,2.0
1336,1656,5,1973,1973,8,2,506,2,1656,3818,135000,2.0,2.0,0.0,1.0
1337,693,4,1941,1950,4,1,0,0,693,1386,52500,1.0,2.0,0.0,0.0
1338,1861,7,2002,2002,8,2,492,2,920,3269,200000,3.0,3.0,0.0,2.0
1339,864,5,1972,1972,5,1,288,1,864,2016,128500,2.0,2.0,0.0,2.0
1341,1114,6,2003,2004,6,1,576,2,1114,2804,155000,3.0,2.0,0.0,1.0
1342,2169,8,2002,2002,7,2,647,2,1284,4100,228500,3.0,3.0,4.0,2.0
1343,1913,6,1928,1950,9,1,342,2,1172,3151,177000,2.0,2.0,3.0,1.0
1344,1456,7,2006,2006,8,2,440,2,728,2624,155835,3.0,3.0,3.0,3.0
1345,960,4,1920,1950,5,1,308,1,960,2228,108500,1.0,2.0,0.0,1.0
1346,2156,7,1968,2003,9,2,508,2,2156,4232,262500,2.0,2.0,4.0,2.0
1347,1776,8,2006,2007,7,2,712,3,1776,4220,283463,3.0,3.0,4.0,3.0
1348,1494,7,1998,1998,5,2,514,2,1494,3490,215000,3.0,3.0,2.0,2.0
1349,2358,8,1872,1987,8,2,0,0,938,2837,122000,2.0,2.0,0.0,0.0
1351,1716,6,1962,1962,8,1,490,2,858,3064,171000,2.0,2.0,4.0,3.0
1352,1176,6,1937,2000,4,1,624,2,786,2498,134900,2.0,3.0,0.0,1.0
1354,1865,7,2000,2000,7,2,839,3,992,3696,235000,3.0,3.0,3.0,2.0
1355,1920,7,1968,1992,8,3,487,2,1222,2977,170000,3.0,2.0,3.0,2.0
1356,892,5,1966,1966,5,1,264,1,892,2020,110000,2.0,2.0,0.0,2.0
1357,1078,5,1971,2008,6,1,500,2,1078,2656,149900,2.0,2.0,2.0,3.0
1358,1573,6,2000,2000,5,2,440,2,769,2769,177500,3.0,3.0,0.0,1.0
1359,1980,9,2004,2005,8,2,770,3,1980,4730,315000,4.0,3.0,4.0,3.0
1360,2601,5,1921,1998,8,3,621,2,990,3834,189000,2.0,2.0,0.0,2.0
1361,1530,7,2005,2005,7,2,430,2,1530,3490,260000,3.0,3.0,4.0,3.0
1362,1738,4,1920,2007,7,2,368,1,1281,2821,104900,2.0,2.0,4.0,1.0
1363,1412,6,2006,2007,6,2,432,2,616,2460,156932,3.0,2.0,4.0,3.0
1364,1200,7,2005,2005,4,2,480,2,520,2200,144152,3.0,3.0,0.0,2.0
1365,1674,7,2000,2000,7,2,663,2,814,3151,216000,3.0,3.0,0.0,2.0
1366,1790,7,1999,1999,7,2,588,2,882,3251,193000,3.0,3.0,0.0,2.0
1367,1475,5,1977,1977,6,2,336,1,925,2568,127000,2.0,2.0,3.0,2.0
1368,848,6,2003,2004,4,1,420,2,848,2116,144000,3.0,3.0,0.0,3.0
1369,1668,8,2003,2003,8,2,502,2,1668,3827,232000,3.0,3.0,3.0,3.0
1370,1374,4,1920,1950,6,1,338,1,840,2552,105000,2.0,1.0,0.0,3.0
1371,1661,6,1955,1996,8,1,377,1,1661,3030,165500,3.0,2.0,3.0,2.0
1372,2097,7,1998,1998,8,2,583,2,1108,3788,274300,3.0,2.0,3.0,2.0
1373,2633,10,2001,2002,8,2,804,3,2633,6070,466500,4.0,4.0,4.0,2.0
1374,1958,7,2005,2005,9,2,936,3,1026,3920,250000,3.0,3.0,4.0,3.0
1375,1571,8,2007,2007,7,2,722,3,1571,3864,239000,3.0,3.0,4.0,3.0
1376,790,6,1930,1950,4,1,160,1,790,1718,91000,2.0,2.0,0.0,1.0
1377,1604,5,1941,1960,6,2,660,2,984,3248,117000,2.0,2.0,0.0,1.0
1378,987,6,1973,1973,5,1,264,1,483,1734,83000,2.0,2.0,0.0,1.0
1379,1394,5,2006,2007,7,2,400,2,754,2178,167500,3.0,2.0,0.0,3.0
1380,864,3,1914,1950,5,1,200,1,864,1928,58500,2.0,2.0,0.0,1.0
1381,2117,6,1970,1970,7,2,550,2,2117,3872,237500,2.0,2.0,4.0,3.0
1382,1762,7,1920,1950,8,1,576,2,998,2934,157000,3.0,2.0,0.0,1.0
1383,1416,5,1918,2007,7,2,576,2,1416,2808,112000,3.0,2.0,0.0,1.0
1384,1258,6,1939,1950,6,1,280,1,698,2098,105000,2.0,2.0,0.0,1.0
1385,1154,4,1922,2007,7,1,240,1,796,2190,125500,3.0,2.0,0.0,1.0
1387,2526,6,1916,1950,10,2,216,1,1664,3456,136000,3.0,2.0,4.0,1.0
1388,1746,9,2006,2007,7,2,758,3,1746,4250,377500,4.0,4.0,4.0,3.0
1389,1218,6,1941,1950,6,1,440,2,869,2393,131000,2.0,2.0,4.0,1.0
1390,1525,7,2000,2000,6,2,541,2,1525,3591,235000,3.0,3.0,0.0,2.0
1391,1584,5,1967,1967,8,2,792,3,1584,3960,124000,2.0,2.0,0.0,1.0
1392,900,5,1967,1967,6,1,288,1,900,2052,123000,2.0,2.0,1.0,2.0
1393,1912,6,1905,2000,7,2,672,2,1221,3066,163000,2.0,2.0,3.0,1.0
1394,1500,7,2006,2006,6,2,648,3,1500,3504,246578,3.0,3.0,4.0,3.0
1395,2482,8,2005,2006,9,2,642,3,1133,4218,281213,3.0,3.0,4.0,3.0
1396,1687,5,1948,1950,7,1,572,2,1687,3006,160000,2.0,2.0,3.0,1.0
1397,1513,5,1920,2004,8,1,180,1,939,2632,137500,2.0,2.0,0.0,1.0
1398,1904,5,1950,1982,7,1,240,1,1136,3352,138000,2.0,2.0,0.0,1.0
1399,1608,6,1925,1990,7,2,216,1,1160,2800,137450,3.0,2.0,4.0,1.0
1400,1158,6,1929,1950,5,1,208,1,950,2228,120000,2.0,2.0,4.0,2.0
1401,1593,6,2004,2004,8,2,398,2,864,2830,193000,2.0,2.0,3.0,3.0
1402,1294,7,2006,2006,6,2,662,2,1294,3242,193879,3.0,3.0,4.0,2.0
1403,1464,8,2007,2007,6,2,754,3,1464,3703,282922,3.0,3.0,0.0,1.0
1404,1214,3,1915,1950,6,1,936,3,694,2822,105000,2.0,2.0,0.0,1.0
1405,1646,8,2004,2005,5,2,482,2,1646,3722,275000,3.0,3.0,4.0,3.0
1406,768,5,1972,2007,5,1,396,2,768,1932,133000,2.0,2.0,0.0,1.0
1407,833,5,1985,1985,5,1,0,0,833,1666,112000,2.0,2.0,0.0,0.0
1408,1363,4,1910,1950,6,1,528,2,741,2513,125500,2.0,2.0,0.0,1.0
1409,2093,7,1986,1991,7,2,542,2,1236,3426,215000,2.0,2.0,3.0,3.0
1410,1840,7,2001,2001,6,2,622,2,944,3406,230000,3.0,3.0,0.0,2.0
1411,1668,6,1950,2005,6,1,271,1,1112,2795,140000,2.0,2.0,0.0,1.0
1412,1040,4,1949,1950,6,2,420,2,1040,1460,90000,2.0,2.0,0.0,1.0
1413,1844,8,2005,2006,7,2,620,2,1844,4308,257000,3.0,3.0,4.0,3.0
1414,1848,6,1923,2000,8,1,370,2,1053,3051,207000,3.0,2.0,4.0,1.0
1415,1569,7,2007,2007,7,2,660,3,1569,3615,175900,3.0,3.0,3.0,2.0
1417,2450,8,1998,1998,7,2,1069,3,1310,4803,340000,3.0,3.0,3.0,3.0
1418,1144,5,1963,1963,6,1,336,1,1144,2624,124000,2.0,2.0,0.0,1.0
1419,1844,6,1969,1969,7,2,540,2,1844,4228,223000,3.0,3.0,3.0,2.0
1420,1416,6,1968,1968,7,2,776,2,708,2900,179900,2.0,2.0,3.0,2.0
1421,1069,6,1977,1977,4,2,440,2,1069,2578,127500,2.0,2.0,2.0,2.0
1422,848,6,2003,2003,3,1,420,2,848,2116,136500,3.0,3.0,0.0,3.0
1423,2201,6,1966,1966,8,2,432,2,1575,3330,274970,3.0,3.0,4.0,1.0
1424,1344,5,1958,1983,6,1,484,1,1344,2852,144000,2.0,2.0,3.0,1.0
1425,1252,6,1959,1959,7,1,528,2,1252,3032,142000,3.0,3.0,0.0,1.0
1426,2127,7,1994,1994,5,2,525,2,1223,3875,271000,3.0,3.0,3.0,2.0
1427,1558,5,1945,1950,6,1,288,1,1048,2759,140000,2.0,2.0,3.0,1.0
1428,804,5,1940,1992,4,1,240,1,804,1832,119000,3.0,2.0,4.0,1.0
1429,1440,6,1981,1981,7,2,467,2,1440,3347,182900,3.0,3.0,3.0,3.0
1430,1838,5,2005,2005,7,2,372,2,734,2942,192140,2.0,3.0,4.0,3.0
1431,958,6,1976,1976,5,2,440,2,958,2356,143750,2.0,2.0,0.0,2.0
1432,968,4,1927,2007,5,2,216,1,968,1840,64500,2.0,2.0,0.0,1.0
1433,1792,6,2000,2000,8,2,451,2,962,3179,186500,2.0,2.0,3.0,3.0
1434,1126,5,1977,1977,5,2,484,2,1126,2736,160000,2.0,2.0,4.0,2.0
1435,1537,6,1962,2005,7,1,462,2,1537,3318,174000,3.0,3.0,4.0,2.0
1436,864,4,1971,1971,5,1,528,2,864,2256,120500,2.0,2.0,0.0,1.0
1437,1932,8,2008,2008,7,2,774,3,1932,4638,394617,4.0,4.0,4.0,3.0
1438,1236,6,1957,1996,6,1,923,2,1236,3071,149700,2.0,2.0,0.0,1.0
1439,1725,7,1979,1979,6,2,550,2,1040,2814,197000,2.0,2.0,3.0,2.0
1441,848,6,2004,2004,3,1,420,2,848,2116,149300,3.0,3.0,3.0,2.0
1442,2007,10,2008,2008,10,2,812,3,1026,3836,310000,4.0,4.0,5.0,3.0
1443,952,6,1916,1950,4,1,192,1,952,2096,121000,1.0,2.0,4.0,1.0
1444,1422,7,2004,2004,7,2,626,2,1422,3470,179600,3.0,3.0,0.0,2.0
1445,913,6,1966,1966,6,1,240,1,913,1967,129000,2.0,2.0,0.0,1.0
1446,1188,5,1962,1962,6,1,312,1,1188,2688,157900,2.0,2.0,0.0,1.0
1447,2090,8,1995,1996,8,2,556,2,1220,3866,240000,3.0,3.0,3.0,2.0
1448,1346,4,1910,2000,6,1,384,1,796,2290,112000,2.0,2.0,0.0,1.0
1449,630,5,1970,1970,3,1,0,0,630,1260,92000,4.0,2.0,0.0,0.0
1450,1792,5,1974,1974,8,2,0,0,896,2688,136000,2.0,2.0,0.0,0.0
1451,1578,8,2008,2009,7,2,840,3,1578,3991,287090,4.0,3.0,4.0,3.0
1452,1072,5,2005,2005,5,1,525,2,1072,2144,145000,2.0,2.0,0.0,3.0
1453,1140,5,2006,2006,6,1,0,0,1140,2280,84500,2.0,2.0,0.0,0.0
1454,1221,7,2004,2005,6,2,400,2,1221,2842,185000,3.0,3.0,0.0,2.0
1455,1647,6,1999,2000,7,2,460,2,953,3060,175000,2.0,2.0,3.0,2.0
1456,2073,6,1978,1988,7,2,500,2,2073,4115,210000,2.0,2.0,3.0,1.0
1457,2340,7,1941,2006,9,2,252,1,1188,3744,266500,3.0,4.0,4.0,2.0
1458,1078,5,1950,1996,5,1,240,1,1078,2396,142125,3.0,2.0,0.0,1.0
1459,1256,5,1965,1965,6,1,276,1,1256,2788,147500,2.0,3.0,0.0,3.0
